,image_name, comment_number, comment
7034,6234847349.jpg,4, A classic bottle-green Jaguar races around the track .
7035,3394992905.jpg,2, Little boy in red playing with a black guitar .
7036,3242808166.jpg,2, A person is riding a bike in a wooded area at night .
7037,3218861747.jpg,3, A man on a half pipe doing a skateboard trick .
7038,4939151938.jpg,3, A snowboarder makes a jump in a competition .
7039,104669470.jpg,2, A woman with flowers in her hair balances a large bowl of fruit on her head .
7040,3187492926.jpg,1, A man in black bathing trunks dives into water .
7041,3106026005.jpg,1," Man hunched on gray bench marked SAN DIEGO , neat blue trashcan ."
7042,3671612380.jpg,0, A young boy wearing a blue shirt is walking in the street with his father in the background .
7043,289146119.jpg,3, A janitor is cleaning a museum at night in a comfortable vest .
7044,2505465055.jpg,0, a tan dog jumping through the field with some barren trees in the background
7045,7202153106.jpg,4, This man is in a bicycle race .
7046,3364258732.jpg,0, an asian man in a black tracksuit is watching students doing exercised on basketball court .
7047,2296139788.jpg,3, Woman is driving a vehicle in a village .
7048,60347149.jpg,1," Two men , both wearing black outfits with red stripes are engaging in some sort of fighting style using canes ."
7049,4301236235.jpg,2, People look upon a monument where a speed is being given .
7050,4620028074.jpg,0, A woman in gray sits and overlooks her similarly gray surroundings .
7051,3664750995.jpg,2, A girl and boy are running towards the camera while several people walk around them .
7052,2120411340.jpg,4, Two dogs are in a grassy area .
7053,4860722428.jpg,3, A girl is texting someone while two friends are talking .
7054,6979479436.jpg,2, A person swimming in blue water with goggles on .
7055,5794346640.jpg,0, An older gray-haired gentleman stands out on a concrete pier at the bottom of steps fishing in light blue water that overlooks a rocky outcropping .
7056,4433206636.jpg,0, A man with long hair is vacuuming a carpet that is laid over a wood floor and is partially rolled up .
7057,2911706853.jpg,1, The blond-haired mother looked on as her daughter was getting her haircut for the first time .
7058,2665461736.jpg,4, The adult cooks over the fire as the child looks on .
7059,2945036454.jpg,2, The yellow dog is trying to catch a red Frisbee .
7060,66077361.jpg,4, A little girl playing on a trampoline .
7061,2316985974.jpg,2, Two men and a woman are walking towards the street with a white plastic bag .
7062,224026428.jpg,3, A child looks at a guard in red uniform from the other side of a fence
7063,4847804990.jpg,4, a man dresses up as a zombie .
7064,6792342642.jpg,3, a young girl with large glasses on
7065,5468626430.jpg,4, A woman hiking through the snow .
7066,460350019.jpg,2, A black dog and a woman in a red shirt playing tug-of-war .
7067,3020578684.jpg,3, A group of men are engaged in dialogue at work
7068,2728583298.jpg,0, Several people walking at the park with a little girl in green shirt holding on to an adult wearing a white shirt .
7069,1409041007.jpg,0," A man in front of a "" KitchenAid "" display speaks to a group of people ."
7070,3019776218.jpg,1, A young boy playing next to a sleeping dog on the floor .
7071,3181701312.jpg,1, A man covered with a blanket is asleep on the sidewalk .
7072,2749714328.jpg,4, One woman helps another adjust her clothing .
7073,4516215051.jpg,0, A young girl is lifted by a red-haired woman in glasses partially up a playground pole as the girl looks skyward with a large smile on her face .
7074,1537093085.jpg,4, Person reading out of a book to a roomful of people .
7075,6291644661.jpg,4, A group of men in helmets and uniforms rollerskate while a referee watches .
7076,7162690187.jpg,4, A group of people are digging holes in the dirt .
7077,307834554.jpg,4, Two kids playing in sacks on the floor .
7078,4817308418.jpg,3, A man wearing ear guards who is looking through a screen at something intensely .
7079,514222303.jpg,0," A little girl in a hat , striped shirt , and red shorts walking on a rope bridge ."
7080,2325436612.jpg,2, A man wearing a black t-shirt and glasses is looking through a microscope in a classroom .
7081,317943067.jpg,0, A young infant is bathed in a small tub filled with sudsy water while the hands of its parents gently wash it .
7082,1420461308.jpg,4, A group of youths sit on a staircase .
7083,280398024.jpg,0," In front of a Penney 's store , a metal sculpture depicts a man dressed in a suit and top hat holding broom and pushing a wheelbarrow containing a suitcase , a bucket , and another object ."
7084,2522467011.jpg,3, A little girl hula hoops with multiple colorful hoops .
7085,380034515.jpg,3, A very hairy dog is running down a hall .
7086,3633169600.jpg,1, Synchronized swimmer water-dancing in a pool during a performance .
7087,8247042603.jpg,0, Surfer performing one of his moves on a nice sunny day with a scene in the background .
7088,3877389540.jpg,2, Man sitting on street corner is painting a picture of the cafe across the street .
7089,2819466992.jpg,4, Man doing a back flip into the ocean .
7090,2889481764.jpg,2, Older man painting a picture of ancient ruins in the background .
7091,4272992511.jpg,4, Two children saluting an adult .
7092,2116857398.jpg,3, A man in a scarf is playing a tuba .
7093,418913834.jpg,3, Little girls are writing something on cards to put in a basket .
7094,7981209216.jpg,3, A play happening at a local high school football game .
7095,4526883901.jpg,0," A white-haired man with glasses , wearing a gray shirt works on a white sculpture ."
7096,3710607005.jpg,3, A man in pajamas is looking up at the ceiling .
7097,618735339.jpg,4, A little girl on a swing .
7098,2277081067.jpg,3, Two girls are at the beach playing in the ocean .
7099,7364986488.jpg,4, Motorcycle racer going into a turn .
7100,3201910861.jpg,2, Man with glasses and red hat reading by lamp light
7101,172097783.jpg,1, A man wearing a red life jacket is water-skiing across a bay .
7102,2729685399.jpg,4, Three people talking on a city street .
7103,4461519605.jpg,2, A man in a brown jacket crosses the street towards another man in a white hat .
7104,3046902524.jpg,3, A little boy with rain boots takes a walk in the park .
7105,3584406900.jpg,4, A group of children are playing on swings .
7106,5605455443.jpg,2, Great show of skill as a young man is taken down in a karate competition .
7107,369244499.jpg,3, A man with a ponytail plays a piano in public .
7108,3504575365.jpg,3, A man is using his computer in a kitchen .
7109,4774444362.jpg,4, Taking a nap in the park with friends .
7110,4018839877.jpg,0, Here is a picture of a male model tanning near his swimming pool in his backyard .
7111,2169067981.jpg,4, The children play an indoor game .
7112,4857278444.jpg,2, A group of people are walking down an alleyway .
7113,80479586.jpg,0, A man in a suit with his arm in a blue sling is walking down the sidewalk in front of a pink building while two women are standing there together .
7114,185905926.jpg,3, A large group of people dancing in public .
7115,3000959758.jpg,3, Many bikers are at the intersection with traffic .
7116,3715471115.jpg,2, Three businessmen attending a grand opening ceremony .
7117,5941772805.jpg,1, A pitcher in a red and white uniform is throwing a baseball .
7118,2948814138.jpg,4, A group of teens jumping joyfully .
7119,508838116.jpg,2, A woman is standing in a very large produce section of a grocery store .
7120,2774267559.jpg,4, A man in a black hat posses for a picture .
7121,3136747447.jpg,3, A person carrying many baskets walking down the street .
7122,5225304863.jpg,2, Two men in casual attire taking a nap from a day of fishing down by the river .
7123,3117576851.jpg,2, A woman in a pink shirt is holding a tray of salads .
7124,2219805467.jpg,0, The yellow dog walks on the beach with a tennis ball in its mouth .
7125,4860278774.jpg,4, A cowboy riding a horse in a ring .
7126,509912302.jpg,1," People are using the far left of three escalators , which are enclosed inside an elongated tunnel ."
7127,440165853.jpg,1, A man wearing a white hat is being stomped by a brown horse .
7128,3709522287.jpg,4, A woman cooking in a kitchen .
7129,4631840705.jpg,3, Men in shorts rock climbing .
7130,1155138244.jpg,2, The waitress offers complimentary tea to the patrons .
7131,241345721.jpg,2, Two football players bang into each other during a football game .
7132,4830857471.jpg,2, Woman presses cloth to forehead of second woman drinking a glass of water while third woman observes .
7133,402839598.jpg,3, Girl in a pink shirt holding a box with a face drawn on it .
7134,5897560750.jpg,1, A small child in a baseball cap holding a scooter looks at a model of the city .
7135,2908493594.jpg,1, A bottle of alcohol is sits next to a person sleeping on a bench .
7136,4854166267.jpg,4, Girl laying atop floating dock .
7137,3182517887.jpg,4, A man holds a small child .
7138,3530843182.jpg,0, a man with sunglasses on his head is looking at the woman with a white hat and red scarf next to him whilst standing in front of a red sports car .
7139,4450153946.jpg,0," A young man wearing a blue , yellow , and white striped polo plays rugby on a green grass field ."
7140,3803575640.jpg,0," Two women are in waters surrounded by light and dark concrete , and one women is splashing in the water and the other one is moving slowly in the water ."
7141,2512683710.jpg,1, A boat sailing past the rising sun .
7142,84509412.jpg,4, A boy plays on the beach .
7143,3305107222.jpg,0," A man in a pink shirt and a woman in a teal shirt , who is drinking wine , are sitting in a dark corner and talking ."
7144,3726700898.jpg,4, A young man shows off a knife trick to another .
7145,4663572856.jpg,2, Man standing on a firetruck in front of brick building .
7146,3377383984.jpg,4," Two girls are playing softball , trying to get to a base ."
7147,1479679558.jpg,2, A narrow stream runs between leaf-covered hills .
7148,3442622076.jpg,1, A guy with glasses and a beard in a suit is surrounded by photographers .
7149,4651436774.jpg,3, A woman in a white outfit is walking up stairs .
7150,300577374.jpg,4, People walk through a square .
7151,2609847254.jpg,0, A girl with long dark hair wearing a yellow and white shirt is smiling .
7152,8038092309.jpg,2, Two baseball players are trying to catch this ball and not dance with each other .
7153,4514335001.jpg,1, A girl walking near a guy holding onto a bike pointing up at a building while on the street in some Asian country
7154,4653786114.jpg,2," There are 4 people in costume , including a reindeer and a pink table ."
7155,3793774643.jpg,0, Man giving a presentation at the Australian War Memorial on an Apple MacBook .
7156,4807974587.jpg,3," A singer singing , his earpiece visible ."
